type,id,name,username,authors,upvotes,downvotes,favorites,published,size,plays,description
frhd,768393,Banther Lodge,Volund,"[""Volund""]",100,8,0,2020-12-11,214055,8.3k,"Do it, Callum; change history. Forge a new path for Xadia. Remix Contest 9, Round 1."
frhd,768489,Earthbound Sanctuary Garden,Netsik,"[""Netsik""]",101,13,0,2020-12-11,306257,10.6k,"remix contest entry, round 1. original track by phil36845"
frhd,768667,The Scorch,Holystone,"[""Holystone""]",95,14,0,2020-12-11,545122,9.8k,Explore an city left to rot due to some deadly sun flares a while back and WICKED's desperation to find a cure. Based on the second book in the Maze Runner Series. RC9R1.
frhd,768709,All We Need,Zycerak,"[""Zycerak""]",201,14,0,2020-12-12,565306,22.6k,rc9r1. published by eryp (lol)
frhd,768733,Realities Edge,Odezi,"[""Odezi""]",182,16,0,2020-12-12,2590614,18.9k,"At the edge of reality, the mind breaks apart | RC9R1"
frhd,769072,Subterranea,dantexpress,"[""dantexpress""]",119,11,0,2020-12-14,169153,10.7k,"Explore an ancient cave system that leads you to an underwater cavern. Watch out for the shark though, it hasn't eaten in 3 days. Thankyou guys for getting me on trending with my last 2 tracks. Enjoy this one!"
frhd,771798,Path to Paradise -Not Finished,DunderMifflin,"[""DunderMifflin""]",142,30,0,2020-12-22,700025,13.2k,"I started this track back in July with a lot of excitement, but I got really busy at work and stuff, so my motivation to produce another huge track lessened. I was also hoping to put this out to be Featured if I finished it. Hope you guys enjoy!  22 December 2020"
frhd,772390,Evanescence of an Empire,Chaos-Fallen,"[""Chaos-Fallen""]",99,20,0,2020-12-26,61136,9.4k,rc9r2 - Abandoned cities of the Mayan Civilization long ago are only being found today. But why were they abandoned? 10 million people surely couldn't have perished from drought.
frhd,772470,Murmur,zwinxz,"[""zwinxz""]",135,14,0,2020-12-27,1582593,20.0k,Remix Contest 9 Round 1 Entry #feelsrushedman
frhd,773687,Chromium by zwinxz and cky199,deletedfeatsclassics,"[""deletedfeatsclassics""]",48,6,0,2021-01-06,259561,8.2k,"Track #292139 - ""Consider it a comback"""
frhd,773698,Mountain Mission by stig,deletedfeatsclassics,"[""deletedfeatsclassics""]",55,9,0,2021-01-06,49237,7.7k,"Track #1032 - ""Mountain mission is a Free Rider community classic track by stig."""
frhd,774026,Lu d'Mont,dantexpress,"[""dantexpress""]",106,22,0,2021-01-07,151663,10.6k,"Welcome to the quiet hilltop village of Lu d'Mont. Enjoy your stay in the relics of a time past. Thankyou guys so much for 200 subs, it means so much to me to have some people following what I do! Feel free to subscribe for more, collab with Logeton and CHARREDLIZARD21 at 1090k."
frhd,774350,Canvas Rider DB by Stig,deletedfeatsclassics,"[""deletedfeatsclassics""]",42,9,0,2021-01-07,373911,7.0k,"track #1292 - ""Canvas Rider DB is a Free Rider HD community classic track by Stig."""
frhd,774367,WJP Follow the light by Stig,deletedfeatsclassics,"[""deletedfeatsclassics""]",36,5,0,2021-01-07,217282,4.2k,"track #3785 - ""WJP Follow the light is a Free Rider community classic track by Stig."""
frhd,775420,Euler's Expanse,Figured,"[""Figured""]",194,23,0,2021-01-12,644272,30.5k,"I'd say Euler has way to many book, he is a very educated and knowledgable man, enjoy traveling through his luxurious house with millions of books to read. RC9R3, had to upload a little earlier than wanted but it'll do!!! Good luck to everyone else for this round. Peace!!!"
frhd,776832,Serenity,dantexpress,"[""dantexpress""]",153,21,0,2021-01-16,380353,13.8k,'Inner peace.' - Master Oogway
frhd,777048,Riffraff,zwinxz,"[""zwinxz""]",291,16,0,2021-01-17,712617,47.0k,Remix Contest 9 Round 3 Entry. Inspired by Mortal Engines
frhd,777257,hubbub,Odezi,"[""Odezi""]",106,14,0,2021-01-19,424259,13.4k,your mind is the only thing that can comprehend it - rc9r3  thx Eli for hosting rc9. i dont think contests are for me
frhd,783815,Mawr Pathway 4,Maple,"[""Maple""]",195,16,0,2021-02-08,195746,24.9k,Reached the fourth of the series!
frhd,786553,FRWC5 - LC Semifinals,Holystone,"[""Holystone""]",89,9,0,2021-02-16,923453,9.4k,enjoy ghosters. 1/20/2021 - 2/15/2021
frhd,788118,Born To Explore,SilentFinger,"[""SilentFinger""]",155,21,0,2021-02-20,1355599,21.4k,"FRWC-Championship Finals. Collab with Apocolypse, Fluffysmack and Logeton. Great work all around. Thank you to Totoca, Eryp and Brandon for allowing me to participate and making a great contest in general."
frhd,789158,Dynasty I,Zgolex,"[""Zgolex""]",220,18,0,2021-02-23,1140916,28.7k,What makes a shinobi is not if he completes his mission but if he has the agency to sacrifice his mission to save a comrade. Find and save your friend.
frhd,793209,The Beneath,DunderMifflin,"[""DunderMifflin""]",175,26,0,2021-03-05,1018897,26.8k,"The divide between the government and its people. Explore the worlds of two totally different societies. A much trickier track but still doable for most riders. Can you find the Dundie Award? Also, don't ask me what VT means... because I don't even know. 5 March 2021"
frhd,796115,名誉を与える,Fluffysmack,"[""Fluffysmack""]",314,28,0,2021-03-12,1375606,37.5k,"BCE 2021... To give honor, honored, grounded in respect. Enjoy :)"
frhd,796239,Wave Memorial,Coated_Badger,"[""Coated_Badger""]",167,26,0,2021-03-12,148951,27.3k,In loving memory of Charlie Bodman. He could have at least left behind a glider before he abandoned the mortal plain. BCE.
frhd,796578,Retreat,dantexpress,"[""dantexpress""]",157,24,0,2021-03-12,242161,21.5k,Sometimes you have to escape the hustle and bustle of life and retreat to a place where you can think clearly. 2021 BCE.
frhd,796705,Nineteen Twelve,deadrising2,"[""deadrising2""]",182,29,0,2021-03-13,976486,25.6k,"Escape the sinking of this famous ship on its maiden voyage. BCE 2021, shoutout to Fluffy, Dante, Odezi, Coager, Endy and Cod. My bois"
frhd,797569,Dynasty: Interlude,Zgolex,"[""Zgolex""]",145,21,0,2021-03-16,1153490,33.4k,"In a perfect world, anything we do comes with a price but this isn't a perfect world. People do bad things and, if you're lucky, you have a chance to set it right. This isn't one of those times. | BCE entry"
frhd,798983,Intrappolato,Holystone,"[""Holystone""]",264,29,0,2021-03-19,1638653,49.7k,"As the sun sets, you realized that you missed your hot air balloon ride to get out of here. You're trapped here forever. Entry to the 2021 Box Contest hosted by weem"
frhd,820399,The Scientist,Chaos-Fallen,"[""Chaos-Fallen""]",158,8,0,2021-05-17,237108,21.1k,// nobody said it was easy // no one ever said it would be this hard // oh take me back to the start //
frhd,828584,Regret ┼,deadrising2,"[""deadrising2""]",213,34,0,2021-06-13,8501001,26.4k,"There's many things I've regretted in my life but without looking at what was best and moving forward I'd be less of a man. I mustn't Regret. Here's to you Amanda, Frankie, Maddie and Daria. Box entry 2020"
frhd,833365,Battle Carrier Alexander-78V,Coated_Badger,"[""Coated_Badger""]",155,31,0,2021-07-14,105281,29.4k,Battle carrier flagship Alexander-78V flees from Kerenza IV after receiving heavy damage from BeiTech Industry's enemy fleet. The warp gate generator aboard Alexander-78V has malfunctioned and the ship has been forced to escape manually by arriving at Jump Station Heimdall while still being pursued.
frhd,834864,Terrarium,dantexpress,"[""dantexpress""]",198,25,0,2021-07-27,2433597,28.8k,"Beneath an idle village lies a labyrinth of tunnels, filled with secrets. Whatever you encounter, don't let anything fool you. Ignore whatever you see. It is up to you whether you decide to venture below. A collaboration with CHARREDLIZARD21 and Logeton. 10/6/20-7/7/21."
frhd,835249,Primordial Sketchlands,Maple,"[""Maple""]",353,16,0,2021-07-31,6833331,42.0k,Despite their efforts the Primevals were no match against entropy and time.
frhd,836399,tedious (GBC3R3),zwinxz,"[""zwinxz""]",108,12,0,2021-08-11,283521,13.9k,ft. Madara - Enjoy!
frhd,839261,Battle for Tokyo III (GBCr10),deadrising2,"[""deadrising2""]",206,32,0,2021-09-01,2019112,35.8k,"Welcome guys to Tokyo III, our hero Shinji is a bit of a wuss, help him battle the angels and get to the entry plug to battle the EVA  GBC R10 hosted by Madara, track made by Odezi, detailed by me."
frhd,839651,sky-link_7202,MyrraWolf,"[""MyrraWolf""]",110,3,0,2021-09-03,211581,9.9k,"Feel like Romeo, Moncler coat when it's cold  »++nov20-jan21» https://soundcloud.com/kinniato"
frhd,842757,auto with comedic value.,Zycerak,"[""Zycerak""]",140,20,0,2021-09-20,63403,15.9k,hello. zycerak here. hope you enjoy this auto track. yeah
frhd,843416,Strange Days,Chaos-Fallen,"[""Chaos-Fallen""]",92,22,0,2021-09-23,128140,17.9k,"unfin. was originally BCE'21v1, but gave up quickly. Held off posting it, hoping to finish it but I was grasping at nothing, so why not."
frhd,848970,Dejected,moonoomoo,"[""moonoomoo""]",168,17,0,2021-10-17,410578,35.3k,"ntbf collab with NoahCasey27, dantexpress, pawflix, lax66lax, and minch"
frhd,850667,The Antigravity Area 3,Coated_Badger,"[""Coated_Badger""]",214,21,0,2021-10-24,156229,27.8k,YOOOOOO!?!! TAA3?? TRACK OF THE YEAR??!?!! LET'S FU.CKING GO?!?!?!
frhd,853813,mundane,rationalities,"[""rationalities""]",128,9,0,2021-11-05,349687,17.2k,same same but difffffferent
frhd,854059,"465,676 missing children",Zycerak,"[""Zycerak""]",115,21,0,2021-11-06,207013,10.3k,"the japanese text at tje top reads ""miniature worlds contest 2"" (because this is my miniature worlds contest 2 contest entry) . i think its malcom in the middle. idk i never watched tje show. the picture was kind of goofy/silly though. enjoy :D"
frhd,855248,Ultima,loge_0,"[""loge_0""]",25,1,0,2021-11-11,74303,1.7k,quite proud of this one
frhd,855253,Crystallized,loge_0,"[""loge_0""]",67,7,0,2021-11-11,655181,5.7k,inspired by many areas in the game icycle
frhd,855798,Enterprise,loge_0,"[""loge_0""]",47,8,0,2021-11-13,797639,5.9k,remix entry 492gna90vjm4i29fvjsn3w0f0giewnm39c
frhd,861212,Ruby Version,deadrising2,"[""deadrising2""]",142,34,0,2021-12-04,5399247,17.4k,Track 8 in the colour series.  Steven and the crystal gems must face an unknown threat in Peridot and Jasper!  BBCE 2021
frhd,861315,Revelation,Fluffysmack,"[""Fluffysmack""]",280,13,0,2021-12-05,2947669,21.8k,"For G0d will bring every act to judgment, everything which is hidden, whether it is good or evil… When all time meshes and worlds collide. ~ enjoy BBCE 2021"
frhd,861460,Archie's Carnival,dantexpress,"[""dantexpress""]",153,19,0,2021-12-06,1458095,19.8k,Well it looks like Crazy Dave has the carnival all to himself - 2021 BBCE.
frhd,861490,Ivan,RadiumRC,"[""RadiumRC""]",222,26,0,2021-12-06,1431757,29.3k,"On October 30, 1961, a thermonuclear bomb, codenamed Ivan, was detonated by the USSR, four kilometres above the remote Arctic island of Severny. Known as the Tsar Bomba, it was the most powerful manmade explosion in history, yielding the equivalent of 50 million tons of TNT. // Big Box CE 2021"
frhd,861492,In My Place,Chaos-Fallen,"[""Chaos-Fallen""]",131,13,0,2021-12-06,381993,20.8k,A representation of the last four years || letting go - 5/12/21 - BBCE
frhd,863872,Opulignum (Classic),Albatross,"[""Albatross""]",112,9,0,2021-12-15,19232,16.1k,"Opulignum is one of my Free Rider community classic tracks, republished here to consolidate my track collection."
frhd,863874,Taiga (Classic),Albatross,"[""Albatross""]",223,14,0,2021-12-15,485375,28.8k,"Taiga is one of my Free Rider community classic tracks, republished here to consolidate my track collection."
frhd,866629,Project Wilderness,lolz666,"[""lolz666""]",249,13,0,2022-01-01,2182319,25.6k,"Project Wilderness (v2.6), a track that has been worked on since 2015! Only in small sprints from time to time though. Some portions of the track have even been redone since my style and taste has changed during the many years working on this. Still a WIP, but can't wait any longer to be seen!"
frhd,867365,xCave 8,G-raffe,"[""G-raffe""]",88,11,0,2022-01-06,388734,10.0k,"Introducing the xCave 8™, a cycle designed to carve through otherwise impenetrable mountain pathways with ease. Made for the Remix Contest X."
frhd,870048,Neptune's Wave,dantexpress,"[""dantexpress""]",194,26,0,2022-01-20,1324136,18.5k,Conquer the seven seas in style with Neptune's Wave. RC10R1.
frhd,870601,Jettyside,RadiumRC,"[""RadiumRC""]",163,18,0,2022-01-22,1559147,21.2k,submerge // remix contest 10 round 1
frhd,870655,Vah Medoh,G-raffe,"[""G-raffe""]",156,12,0,2022-01-22,404048,22.1k,Entry for RC10R1. Explore the Tabantha Frontier...
frhd,870742,Place,loge_0,"[""loge_0""]",95,10,0,2022-01-23,161607,10.3k,"A place, somewhere, sometime. remix contest 10 round 1 entry"
frhd,870797,dreamt of  /////  GONZALO,Chaos-Fallen,"[""Chaos-Fallen""]",162,20,0,2022-01-23,201452,24.3k,y. might sleep 14 hours then POOoP MYSELF. man i love life sometimes -------- imma go back to bed. rc10r1
frhd,870829,Fuchsia Butterflies,Holystone,"[""Holystone""]",59,12,0,2022-01-24,1647773,8.2k,"And I got my bed made, so long, sweet dreams/ Fuchsia butterflies dizzy, now what am I? / Climb in the shadows, honey, I'm home / It's all by design if I pass out on the lawn"
frhd,871694,Expectations,SilentFinger,"[""SilentFinger""]",72,3,0,2022-01-27,734142,6.6k,"Quite old collab with Rationalities, Unfinished (naturally) but enjoyable."
frhd,872769,Covid-19 Dreamin',Albatross,"[""Albatross""]",253,14,0,2022-02-01,175633,38.0k,A track inspired by the Great American Toilet Paper Crisis of 2020.
frhd,873982,111549W928 79X47519,Chaos-Fallen,"[""Chaos-Fallen""]",69,8,0,2022-02-05,246517,7.5k,4 ways to complete the track! rc10r2. enjoy
frhd,873989,Behemoth,G-raffe,"[""G-raffe""]",146,17,0,2022-02-05,509994,21.5k,It happened on a cloudless day...                  .  ...RC10R1
frhd,878989,our downfall,braw,"[""braw""]",260,27,0,2022-02-26,2599335,36.5k,downfall/ruin—the physical state of being destroyed. our downfall is a project that was begun early September and took over the course of about   six months to complete. feel free to donate to 350.org or other climate change organizations to protect our planet.
frhd,879869,Electric Outpost,Drndemi,"[""Drndemi""]",105,14,0,2022-03-02,130727,10.8k,Find your way through the valley of electricity !
frhd,879984,Maszynka do mielenia mięsa,deadrising2,"[""deadrising2""]",156,36,0,2022-03-02,3073669,32.0k,"Zostałeś odesłany w czasie, aby uratować dziadka  Time travel from 2042 poland to 1942 USSR. Be careful out there soldier. Remix X Round 2 (late entry)"
frhd,881715,Tempus Greges Aorum.,Drndemi,"[""Drndemi""]",91,7,0,2022-03-09,253153,8.8k,"""What happened here ..? who were they ..? It was so long ago.. These giants were formerly gods, defeated by the only enemy who reduced them to dust : Time."" Welcome to Tempus Greges Aorum, an offroad brush track, hope you will enjoy it !"
frhd,885563,the singing winds,Drndemi,"[""Drndemi""]",151,5,0,2022-03-24,371073,15.5k,"Wake up, rider. You slept so long. Now it's time to explore. Ride like the wind through this forsaken land, yet familiar. You've seen this place in your dreams. As you prepare for the long journey awaiting you, the winds start to sing, making rocks and grass vibrate, producing a soothing melody."
frhd,887374,Onward Journey,ShelbyLowry,"[""ShelbyLowry""]",133,3,0,2022-04-01,252887,13.3k,Life throws unexpected challenges sometimes. All we can do is hold on to our values and press forward.
frhd,895180,Speleo Symposium,SilentFinger,"[""SilentFinger""]",172,8,0,2022-05-07,1368023,24.0k,proud to finally get this out.
frhd,898320,The ancient realm,Drndemi,"[""Drndemi""]",81,10,0,2022-05-20,699393,8.5k,"You’ve been summoned once again into an unknown place. You are surrounded by millenials trees, a warm and gentle breeze, bringing you the sweet scent of this magical forest. As you advance, you will discover more about this ancient realm. Maybe you’re not the first one travelling here ?"
frhd,898335,> The 1000 Jumps <,Skijumping,"[""Skijumping""]",737,26,0,2022-05-20,3843315,92.3k,"Here it is ! The longest jumptrack in the world. This is not a race but a fight with yourself and your nerves. Everyone can do it. Easy ways are provided at all the delicate passages in the first 800 jumps. For advanced riders, a medal challenge and many mysteries complete this great adventure .SJ."
frhd,903079,The singularity,Drndemi,"[""Drndemi""]",145,7,0,2022-06-17,948945,23.5k,"Diary Entry, Day 482 : We have lived since ages next to the artifacts of the lost Guardians. In the memories of the elders, no one had ever seen anything like this. But when the young Malko discovered the crystal in the depths, the singularity awakened. I’m alone now, looking for answers. Staln"
frhd,906266,The origins,Drndemi,"[""Drndemi""]",187,16,0,2022-08-04,2282235,35.0k,Diary Entry Day 512 : Still no trace of Malko and the others. This is the seventh universe I have visited since I crossed the first singularity in my motherland. This one looks different. Several artifacts make me think that I will find answers here about the creators of the spatio-temporal rifts.
frhd,911564,BC2022 : Twisted Minds,Drndemi,"[""Drndemi""]",93,2,0,2022-09-20,568031,11.0k,"Diary Entry Day 522 : I feel dizzy. Everything here seem twisted and corrupted. I also have a strange feeling that something is watching me. I’m quite sure that i’m trapped here, by someone really powerful. Maybe the ancient creatures who created this spaces ? I have to find an escape. Fast."
frhd,917456,NOSTALGIA or time's atrophy,Volund,"[""Volund""]",185,18,0,2022-10-22,541810,30.1k,"[a collaboration with @rationalities. sorry this took so long to finish, friend. please check his profile out; he is very talented] temporal degradation // NOTHING AND NO ONE WITHSTANDS FATHER TIME ANYMORE. LIVE NOT IN THE PAST ANY LONGER; MAINTAIN YOUR ROOTS, BUT STILL REACH FOR THE STARS"
frhd,923665,dubious (FRWC6),SilentFinger,"[""SilentFinger""]",43,11,0,2022-11-22,293716,6.5k,Semi-final for the FRWC6
frhd,923803,Desperation Part III,deadrising2,"[""deadrising2""]",149,23,0,2022-11-22,9799930,20.1k,"Sometimes you come full circle. It's over and she pulled you back. Am I the bad guy? I'm desperate just to feel something again I don't know what my worth is anymore. Theme of Sydney, based on a true story."
frhd,927503,rain kids,Eryp,"[""Eryp""]",109,6,0,2022-12-14,378798,17.0k,an unfinished collab with nitrogeneric loosely based on girls' last tour
frhd,928722,xmas themed track (christmas!),THEend,"[""THEend""]",28,3,0,2022-12-21,10528,3.4k,just kidding. i should probably go work on something more important now
frhd,929039,Neptune's Keep,max007x,"[""max007x""]",126,17,0,2022-12-23,462588,15.9k,A collaboration with Eryp
frhd,930308,Pokejoust,dantexpress,"[""dantexpress""]",139,9,0,2023-01-07,825626,9.8k,"An early entry for the Pokemon Card Contest hosted by Volund. Really hope you guys enjoy this one, I had such a fun time creating this. Good luck to the other contestants!"
frhd,930490,Green Version,deadrising2,"[""deadrising2""]",146,15,0,2023-01-09,1769320,12.2k,Track 9 in the colour series. Pokemon card contest hosted by Volund! Indirect sequel to Red Version. So this is reality... Right?
frhd,930500,The Last Tale of Yggdrasil,Drndemi,"[""Drndemi""]",138,4,0,2023-01-09,1594263,11.4k,"Since Zygarde’s death, the perfect balance of Yggdrasil’s life cycle had been broken.  After years of fierce struggle, the two titans of life and death, Xarneas and Yveltal, clashed one last time, determining the fate of the world as we know it.  What will be the outcome of this cataclysm?"
frhd,931016,Concorde,SilentFinger,"[""SilentFinger""]",133,8,0,2023-01-13,663467,12.2k,"my Pokemon Contest entry. thanks to volund for hosting this contest, and special thanks to pie, endy, and xshade."
frhd,931233,Eclipse,G-raffe,"[""G-raffe""]",86,10,0,2023-01-14,916720,9.1k,Welcome to Alola
frhd,null,null,null,[null],0,0,0,2023-01-17,39507,0,
frhd,931404,Not So Friendly Rivalry,Coated_Badger,"[""Coated_Badger""]",96,17,0,2023-01-17,214550,9.6k,Mega Swampert ~ PCCE
frhd,931408,Lucario V,churro,"[""churro""]",98,17,0,2023-01-17,328686,10.3k,crunch is one heII of a drug ;]
frhd,931539,Gurkinn's Alakazam,Holystone,"[""Holystone""]",111,15,0,2023-01-18,1892034,9.8k,"Its brain cells multiply continually until it dies. As a result, it remembers everything. Entry to Volund's Pokemon Card Contest. (one day late)"
frhd,931865,Kyurem's Awakening,Innominate,"[""Innominate""]",108,18,0,2023-01-20,217277,10.5k,"The creature can only survive in the coldest of climates, and it's temper is known to get out of hand. Stay out of its way, and it will stay out of yours • Pokemon Contest Entry"
frhd,932159,ray quaza,braw,"[""braw""]",123,6,0,2023-01-23,2936709,10.8k,"last second pokemon entry, enjoy!"
frhd,932953,Gallery of a Rotting Mind,malishya,"[""malishya""]",208,17,0,2023-01-27,2355497,14.4k,Let it break through my skin and replace me
frhd,933124,Dry Grove Sanctuary,Maple,"[""Maple""]",191,13,0,2023-01-30,2343803,25.1k,Spring eternal
frhd,934030,Opulignum Mk2,Albatross,"[""Albatross""]",173,6,0,2023-02-03,212896,23.3k,More tunnel/tubular madness.
frhd,934370,The Messenger,deadrising2,"[""deadrising2""]",95,12,0,2023-02-07,1318231,13.9k,"RCXI r1 - From January to May 1944 the Allies (UK, US, New Zealand, Poland) attacked the front of Monte Cassino. It took months to shell the Axis out of there but you have a message for the Polish Sergeant. Where could he be?"
frhd,934559,Well,loge_0,"[""loge_0""]",121,11,0,2023-02-08,183771,14.6k,makes oiI (RC11R1)
frhd,934728,Dead Animal Juice,dantexpress,"[""dantexpress""]",124,11,0,2023-02-09,669487,16.5k,"Wait, if this is an oil rig, why are there so many bike jumps?! Isn't that a health and safety hazard?! Only real ones will understand the title. RC11R1. Enjoy :D"
frhd,934810,La boîte de Pandore,Skijumping,"[""Skijumping""]",106,6,0,2023-02-09,1707690,13.4k,"From the cave of the Eagle, go through the sanctuary and find Pandora's room. Curse or blessing, creation or destruction, we don't know if it's good for humanity. Activate all the lasers to destroy this box and stop the time. Good luck Tomb Rider. SJ"
frhd,934980,SMITHEREENS,Nitrogeneric,"[""Nitrogeneric""]",84,4,0,2023-02-10,315183,9.9k,"rcxir1; special thx to eryp, volund, coag, endy, dante, logeton"
frhd,934983,a pleasant place,THEend,"[""THEend""]",66,9,0,2023-02-10,997951,5.9k,r11r1... might finish later
frhd,936317,"Demi-goddess, Demi-diety",malishya,"[""malishya""]",286,10,0,2023-02-20,2347060,25.8k,"What are you running from this time? Every time you get back, you return to the start line"
frhd,936672,Kelp Me I'm Drowining,dantexpress,"[""dantexpress""]",153,6,0,2023-02-23,731302,17.8k,"Continued from Dead Animal Juice. Far below the metallic jungle lies a bustling underwater environment, filled with sea creatures. Ride your way through it all and don't forget to watch out for the seamines! I wonder how they got there... An early entry for RC11R2."
frhd,936690,Zycerak's Day Off,Zycerak,"[""Zycerak""]",84,11,0,2023-02-23,62305,9.0k,"This is the story of Zycerak. When Zycerak was little, he played a lot of Free Rider HD online. As he grew older, he got really fat and lazy and ugly. He has no job, lives with his parents, has no life, no friends, and every one hates him and calls him names. This is what happens when you play FRHD!"
frhd,937130,fishbowl,Chaos-Fallen,"[""Chaos-Fallen""]",40,5,0,2023-02-27,47756,4.8k,i wasn't going to make any tracks for the remix contest but i LOVE tears so much it is really fun thanks eryp for the original ride i changed it up hope everyone finds it enjoyable.
frhd,937269,Questionable Social Constructs,deadrising2,"[""deadrising2""]",119,8,0,2023-02-27,1457471,28.1k,"Remix 11 R2 - In a fit of tears,  you rise from below. Don't we all pretend to be what we're not?"
frhd,938064,The Ultracave,loge_0,"[""loge_0""]",176,19,0,2023-03-04,2325829,25.7k,there's no way out of the Ultracave. (rc11r2)
frhd,938166,Indoor Jam by Stig,deletedfeatsclassics,"[""deletedfeatsclassics""]",9,2,0,2023-03-05,26291,1.0k,"track #10738 ""Indoor Jam is a Free Rider community classic track by Stig."""
frhd,938167,Dreamskate by mR..A,deletedfeatsclassics,"[""deletedfeatsclassics""]",13,1,0,2023-03-05,26800,2.6k,"track #212124 ""This is a track to ride at your own pace and discover areas in different ways. Free-roam setting with endless varying routes, enjoy!"""
frhd,938431,The Lost Island by jaketocake,deletedfeatsclassics,"[""deletedfeatsclassics""]",20,6,0,2023-03-07,1963650,3.8k,"track #714532, ""figure i'd go for a feat, make it look better. took lots of time."""
frhd,940639,mirage,bladee,"[""bladee""]",54,7,0,2023-03-20,303437,7.0k,"@bladee/@myrrawolf scrapped drawings that i don't wanna add to a larger track. workin on something large, will publish on this account."
frhd,944191,Solar System,Seasnails,"[""Seasnails""]",77,11,0,2023-04-17,649131,8.0k,"Some diagrams of the solar system have the planets to scale. Some have the distances between orbits to scale. Few have both. There is a good reason for this. Inspired by the website ""If the Moon were only 1 Pixel""."
frhd,944357,Forest Slopes,gun,"[""gun""]",308,8,0,2023-04-17,426095,33.0k,Have fun on the sweeping slopes through the forest scenery. A track made a couple of years ago that I finally decided to touch up and finish
frhd,945217,when white flowers bloomed ~,bladee,"[""bladee""]",132,11,0,2023-04-24,2173736,13.9k,"the blue sky, the blue ocean [feb-apr2023] 呼吸:アラベスク [@myrrawolf/@bladee]《𝗥𝗘𝗟𝗢𝗔𝗗》"
frhd,945220,INT'L SKATE STATION,Ness,"[""Ness""]",62,10,0,2023-04-24,380767,6.5k,a special thanks to Maple and pssst for inspiration
frhd,946458,Jon312: a retrospective,Ness,"[""Ness""]",35,5,0,2023-05-02,37506,4.9k,"medley of Jon312 skatepark tracks, remixed. includes elements from ""Blue Leaves"", ""Mini Ramp - Indoor"", ""Skatepark"", and ""Fantasy Factory"""
frhd,950004,Steady Going Numb,malishya,"[""malishya""]",228,20,0,2023-05-24,5487593,23.3k,Thanks to Elibloodthirst aka Deadrising 2 for taking a part in this track. All hail Zuza!
frhd,950596,Temple Run,mtt2,"[""mtt2""]",115,13,0,2023-05-30,2012983,19.4k,unrelated to the game temple run
frhd,950619,After The Earthquake,Ness,"[""Ness""]",54,4,0,2023-05-30,118149,7.9k,entry for weem's remix bonus contest
frhd,953394,Xujo,loge_0,"[""loge_0""]",34,10,0,2023-07-01,46907,2.3k,proof of concept
frhd,953474,Desolate,mR..A,"[""mR..A""]",41,1,0,2023-07-03,36640,6.1k,2023 minimal version
frhd,953727,M E 0 F N T I G D N W,Chaos-Fallen,"[""Chaos-Fallen""]",42,2,0,2023-07-09,18751,3.8k,4 ways
frhd,953741,{MTB} STONEY PARK,JacksofAmerica,"[""JacksofAmerica""]",144,4,0,2023-07-10,3136501,25.7k,My First Track in 10 years is here! I really hope you all enjoy this track! It was a labor of love!
frhd,null,null,null,[null],0,0,0,2023-07-14,167346,0,
frhd,null,null,null,[null],0,0,0,2023-07-20,39313,0,
frhd,954385,1729,loge_0,"[""loge_0""]",45,4,0,2023-07-24,20268,3.0k,"quick ghosting track i made as a sort of brain break. my next track will be my entry to the super mario maker contest being held on forums, which you should go join. sorry for poor detail bois"
frhd,954517,Levels,J_Rider,"[""J_Rider""]",72,7,0,2023-07-26,3631313,8.0k,"Levels took ages to make. Look out for lyrics, symbols, and names you may recognise :) enjoy"
frhd,955807,Super Mario World. 1,TPlacella,"[""TPlacella""]",95,10,0,2023-08-20,5367781,17.3k,"Welcome to Super Mario World! Ride, fly, drive and jump across the Mario Universe as you attempt to defeat enemies and save Princess Peach from Bowser's Wrath! Don't forget to play Part 2 of this epic adventure! SMMCE Part 1. 20/08/2023"
frhd,955860,Super Mario World. 2,TPlacella,"[""TPlacella""]",70,7,0,2023-08-21,4534799,11.5k,"Welcome back to Super Mario World! The adventure is not over, Princess Peach is still held hostage by Bowser. You must make your way to Bowser's Castle and save Peach before it's too late! If you haven't already, don't forget to play Part 1! SMMCE Part 2. 21/08/2023"
frhd,955926,1—4⠀,Seasnails,"[""Seasnails""]",109,15,0,2023-08-22,4594611,15.2k,A homage to New Super Mario Bros.
frhd,null,null,null,[null],0,0,0,2023-08-29,23975,0,
frhd,956718,Crank Palace by Holystone,deletedfeatsclassics,"[""deletedfeatsclassics""]",40,4,0,2023-09-01,1057663,4.8k,"track #837125 - ""ride made by madara. huge thanks to radium who took some time to do some detail for this track. it may not be much, but huge props to him for coming in last minute and detailing. there are 67 hours to ghost this track. good luck! (GBC3R5)"" (featuring Madara & RadiumRC)"
frhd,956746,goliath (unfin),Chaos-Fallen,"[""Chaos-Fallen""]",79,5,0,2023-09-01,264778,7.3k,ishu was right
frhd,956792,Poseidon's Dock,dantexpress,"[""dantexpress""]",171,8,0,2023-09-02,2942852,21.8k,"After months of conquering the seven seas in Neptune's Wave, you and your band of pirates end the voyage at Poseidon's Dock, ravenous for supplies. Let's see if those sea legs can walk on solid ground!"
frhd,956834,Super Mario Bros. 3,Stig,"[""Stig""]",73,4,0,2023-09-02,773263,11.4k,"Excited about the new Super Mario maker editor by Ness & Calculus, and having been sick these past two days I decided to give it a go! Enjoy!"
